"","gene","sgrna_id","logFC","logCPM","LR","PValue","FDR"
"WNT5A","WNT5A","WNT5A_-_55515377.23-P1P2|WNT5A_+_55515351.23-P1P2",0.0519300254652902,5.54061548721985,0.0283472560139799,0.866295013101014,0.968212073465839
"BAZ2A.1","BAZ2A","BAZ2A_+_57029894.23-P2|BAZ2A_-_57030140.23-P2",0.0489611315367728,5.54800326496029,0.0282933293115377,0.866421055145327,0.968249387901686
"NME6","NME6","NME6_-_48342835.23-P1P2|NME6_+_48342866.23-P1P2",-0.03266269849687,6.25829470016681,0.0281833700077527,0.866678444583232,0.968272165400047
"MROH6","MROH6","MROH6_+_144654908.23-P1|MROH6_+_144654880.23-P1",0.0354593003307282,6.01325919654639,0.0281532900195316,0.866748944810696,0.968272165400047
"BAG3","BAG3","BAG3_-_121411132.23-P1P2|BAG3_-_121411092.23-P1P2",0.0506076372440796,5.96518057784066,0.0281147537103763,0.866839321218132,0.968272165400047
"GAS2L3","GAS2L3","GAS2L3_+_100967520.23-P1P2|GAS2L3_-_100967494.23-P1P2",0.0331960917952141,6.16009361616411,0.0280883061248005,0.866901383674013,0.968272165400047
"RDH12","RDH12","RDH12_-_68189276.23-P1P2|RDH12_+_68189384.23-P1P2",0.0365525760239241,6.28513161105643,0.0280868824676759,0.866904725309362,0.968272165400047
"MAPK8IP1","MAPK8IP1","MAPK8IP1_-_45921715.23-P1|MAPK8IP1_+_45921668.23-P1",-0.041488207735634,5.89697390212798,0.0280177748461483,0.867067040868049,0.968349960144395
"CHPF","CHPF","CHPF_-_220408283.23-P1P2|CHPF_+_220408264.23-P1P2",0.0335613357153978,8.19545778044983,0.0278489977904428,0.867464320706335,0.968497206576014
"PATE2","PATE2","PATE2_-_125648685.23-P1P2|PATE2_-_125648626.23-P1P2",0.0491167580507676,5.56923426602019,0.0278148907346036,0.867544754567263,0.968497206576014
"IFT122","IFT122","IFT122_-_129159164.23-P1P2|IFT122_+_129159168.23-P1P2",0.0337899300442965,6.09352615864996,0.0278136835796658,0.867547602300593,0.968497206576014
"FAM129A","FAM129A","FAM129A_-_184943553.23-P1P2|FAM129A_-_184943565.23-P1P2",-0.0624398136133526,5.51895066051254,0.0277727324203738,0.867644245597997,0.968497206576014
"FHL3","FHL3","FHL3_-_38471132.23-P1P2|FHL3_-_38471180.23-P1P2",-0.0330649549679112,6.11872265040783,0.0277650931536471,0.86766228210188,0.968497206576014
"ACTRT1","ACTRT1","ACTRT1_+_127186306.23-P1P2|ACTRT1_+_127186328.23-P1P2",0.0442473330078267,5.61708062997354,0.0277052546126981,0.867803650736254,0.968551548669642
"C4orf27","C4orf27","C4orf27_-_170679066.23-P1P2|C4orf27_+_170679080.23-P1P2",0.0472290918200029,5.59611509668212,0.0276071546235244,0.868035751965647,0.968699428016777
"FAM120AOS","FAM120AOS","FAM120AOS_-_96213803.23-P1P2|FAM120AOS_+_96213864.23-P1P2",0.038573973447286,6.14554442378993,0.0275398643093752,0.868195203671534,0.968699428016777
"LOC81691","LOC81691","LOC81691_+_20817890.23-P1P2|LOC81691_-_20818232.23-P1P2",-0.0503831585751016,5.91985643456252,0.0275318350095404,0.868214243330635,0.968699428016777
"OASL","OASL","OASL_+_121476770.23-P1P2|OASL_+_121476716.23-P1P2",-0.0388482966005353,6.1630675524004,0.027373019519132,0.868591426056546,0.96884052780744
"CHL1","CHL1","CHL1_-_238506.23-P1P2|CHL1_-_238494.23-P1P2",-0.0383380054310489,6.72308253897914,0.0273649271707086,0.86861067523905,0.96884052780744
"negative_control.402","negative_control","non-targeting_03705|non-targeting_01623",-0.03759811248373,5.86866847811405,0.0273316825559959,0.868689784545142,0.96884052780744
"negative_control.335","negative_control","non-targeting_02310|non-targeting_00883",0.046507235861895,5.66910732863915,0.0273225376280379,0.868711554598632,0.96884052780744
"PARP3","PARP3","PARP3_-_51976433.23-P1P2|PARP3_+_51976481.23-P1P2",0.0465247073065708,5.68297531070307,0.027272214464972,0.868831418950805,0.968870806534619
"PRDM5","PRDM5","PRDM5_-_121843869.23-P1P2|PRDM5_+_121843940.23-P1P2",0.0346272396465643,6.35101844718435,0.0270601912586699,0.869337687291488,0.969005486329874
"DLG4.1","DLG4","DLG4_+_7108461.23-P2|DLG4_-_7108418.23-P2",-0.042031347994327,5.7081830561856,0.027048302777871,0.86936613478117,0.969005486329874
"PTS","PTS","PTS_+_112097564.23-P1P2|PTS_-_112097185.23-P1P2",-0.0438151305677051,5.65408148873131,0.0269046667307009,0.869710344679284,0.969005486329874
"C5orf46","C5orf46","C5orf46_-_147286043.23-P1P2|C5orf46_-_147286031.23-P1P2",-0.0659939267784392,5.36512483130639,0.0268633359826254,0.869809564542367,0.969005486329874
"INPP4B","INPP4B","INPP4B_+_143767410.23-P2|INPP4B_+_143767253.23-P2",-0.0374643388503738,5.86754070804931,0.0268529240033075,0.869834572216992,0.969005486329874
"RGL3","RGL3","RGL3_+_11529962.23-P1P2|RGL3_-_11529978.23-P1P2",-0.0399168691656165,5.97506640981121,0.0268064855384864,0.869946169602007,0.969005486329874
"PGLYRP2","PGLYRP2","PGLYRP2_-_15590253.23-P1P2|PGLYRP2_-_15590058.23-P1P2",0.0616781338619268,5.37454398642876,0.0267554485768073,0.870068932289521,0.969005486329874
"ABAT","ABAT","ABAT_-_8768533.23-P1|ABAT_-_8768504.23-P1",-0.0332324672971439,6.01800454526213,0.0267187228979822,0.870157345468238,0.969005486329874
"MAP4K2","MAP4K2","MAP4K2_-_64570267.23-P1P2|MAP4K2_+_64570318.23-P1P2",-0.051973140041885,5.48734256399879,0.026712634827561,0.870172007879296,0.969005486329874
"IGSF10","IGSF10","IGSF10_-_151163883.23-P1P2|IGSF10_-_151163891.23-P1P2",-0.0495028725191543,5.55192935662706,0.0267111001111999,0.870175704336265,0.969005486329874
"C2orf47","C2orf47","C2orf47_-_200820403.23-P1P2|C2orf47_+_200820531.23-P1P2",0.0425177667779476,5.84250920123283,0.0266900481430543,0.870226420281323,0.969005486329874
"LHX1","LHX1","LHX1_+_35294792.23-P1P2|LHX1_-_35294066.23-P1P2",-0.0567504225265771,5.48569329604654,0.0266897046832355,0.870227247874855,0.969005486329874
"CKM.1","CKM","CKM_-_45822996.23-P2|CKM_+_45822737.23-P2",0.03187366840815,6.21568642246412,0.0266828622805537,0.870243736323486,0.969005486329874
"TNRC6C","TNRC6C","TNRC6C_-_76037142.23-P1P2|TNRC6C_-_76037185.23-P1P2",0.0370843457243045,6.17657146223312,0.0266801048087473,0.870250381742189,0.969005486329874
"NEGR1","NEGR1","NEGR1_-_72748135.23-P1P2|NEGR1_+_72748177.23-P1P2",0.0451203232724491,5.59387885854333,0.0266010962377834,0.870440939860652,0.969114406727447
"SCGB3A1","SCGB3A1","SCGB3A1_+_180018438.23-P1P2|SCGB3A1_-_180018427.23-P1P2",0.0337690864297482,6.18657198700197,0.0265126010209826,0.870654723763493,0.96914630813979
"CABP4","CABP4","CABP4_-_67222917.23-P2|CABP4_+_67222955.23-P2",-0.045688937117698,5.70208519316397,0.0264409039725706,0.870828195902153,0.96914630813979
"TNFSF9","TNFSF9","TNFSF9_+_6531057.23-P1P2|TNFSF9_+_6531118.23-P1P2",0.0348148339115857,6.19033781861908,0.0264059285925669,0.870912906993413,0.96914630813979
"KRT83","KRT83","KRT83_-_52715148.23-P1P2|KRT83_-_52715134.23-P1P2",-0.038998311231952,5.76938157319459,0.0263794731194267,0.87097702095208,0.96914630813979
"LOC100144595","LOC100144595","LOC100144595_+_155313876.23-P1P2|LOC100144595_+_155313866.23-P1P2",-0.0371825641637207,5.87595810746449,0.0263132508816923,0.871137653163352,0.96914630813979
"NMRK2","NMRK2","NMRK2_+_3933620.23-P1P2|NMRK2_+_3933633.23-P1P2",-0.0358153933523527,7.34885660385122,0.0262802958900465,0.871217667864904,0.96914630813979
"SLC25A35","SLC25A35","SLC25A35_+_8198649.23-P1P2|SLC25A35_+_8198674.23-P1P2",0.0449052232823148,5.92324595293079,0.0262229682947606,0.871356982015858,0.96914630813979
"NUDT14","NUDT14","NUDT14_-_105647568.23-P1P2|NUDT14_-_105647550.23-P1P2",-0.0323348116917288,6.07542544278438,0.0261998804295729,0.871413132926647,0.96914630813979
"PTPRT","PTPRT","PTPRT_+_41818463.23-P1P2|PTPRT_-_41818549.23-P1P2",-0.030062874184576,8.73393162007364,0.0261975614984635,0.871418774092756,0.96914630813979
"SLC23A1","SLC23A1","SLC23A1_+_138718916.23-P1P2|SLC23A1_+_138718935.23-P1P2",-0.0631662834735537,5.40367618229165,0.0260791831449296,0.871707089266198,0.96914630813979
"MAOB","MAOB","MAOB_+_43741686.23-P1P2|MAOB_+_43741701.23-P1P2",-0.0365202839702588,5.89420356716535,0.0260384379107776,0.871806481173489,0.96914630813979
"negative_control.175","negative_control","non-targeting_00148|non-targeting_03204",-0.0386732909975424,5.76215588102077,0.0260047225661575,0.871888785060124,0.96914630813979
"CYP4B1","CYP4B1","CYP4B1_+_47264773.23-P1|CYP4B1_+_47264787.23-P1",0.0338277285961268,6.07520094763411,0.0259923496699344,0.871919002765419,0.96914630813979
"MANBAL","MANBAL","MANBAL_+_35918132.23-P1P2|MANBAL_-_35918067.23-P1P2",-0.0522104491831742,5.67806226745589,0.0259794989433431,0.871950395264965,0.96914630813979
"MYOG","MYOG","MYOG_-_203055069.23-P1P2|MYOG_-_203055066.23-P1P2",0.0459729601772372,5.56507472952351,0.0259018294389648,0.872140300629903,0.96914630813979
"DCP1B","DCP1B","DCP1B_+_2113608.23-P1P2|DCP1B_-_2113619.23-P1P2",0.0411134839144349,5.66375030932503,0.0258952171016347,0.872156481570901,0.96914630813979
"CES4A","CES4A","CES4A_+_67034469.23-P1P2|CES4A_+_67034520.23-P1P2",-0.0401673541894736,5.95095416143736,0.0258942580832695,0.87215882854481,0.96914630813979
"CSN2","CSN2","CSN2_-_70826689.23-ENST00000353151.3|CSN2_-_70826714.23-ENST00000353151.3",-0.0474737148810993,5.64889375149635,0.0258547182228313,0.872255631980821,0.96914630813979
"negative_control.189","negative_control","non-targeting_00484|non-targeting_03309",-0.0353110919037257,6.03044566596915,0.0258243160542406,0.872330115720092,0.96914630813979
"AQP8","AQP8","AQP8_+_25228481.23-P1P2|AQP8_+_25228499.23-P1P2",-0.0463354697628848,5.87335292714476,0.0257961662961179,0.872399121281858,0.96914630813979
"RASGEF1A","RASGEF1A","RASGEF1A_-_43699273.23-P1P2|RASGEF1A_+_43699241.23-P1P2",-0.0370847166153658,6.69594137121766,0.0257559672442085,0.872497731151345,0.96914630813979
"PECR","PECR","PECR_-_216946476.23-P1P2|PECR_-_216946529.23-P1P2",0.0344274853865673,6.51721328506052,0.0256866438371901,0.872667969834062,0.96914630813979
"GPAM","GPAM","GPAM_+_113943434.23-P1P2|GPAM_+_113943482.23-P1P2",0.0461931604992038,5.76016471829718,0.0256630440823074,0.872725977907478,0.96914630813979
"OGFOD3","OGFOD3","OGFOD3_+_80376418.23-P1P2|OGFOD3_-_80376428.23-P1P2",-0.0440422422400817,5.77378217617358,0.0256399933087437,0.872782663003113,0.96914630813979
"CEP85L","CEP85L","CEP85L_-_118972703.23-P1P2|CEP85L_-_118972539.23-P1P2",0.0334370871069232,6.32922706195665,0.0256377727835257,0.872788124966848,0.96914630813979
"LY6D","LY6D","LY6D_-_143867903.23-P1P2|LY6D_+_143867329.23-P1P2",0.0405627652587635,5.7817950023847,0.0255681122996858,0.872959596529436,0.96923372117856
"GSTP1","GSTP1","GSTP1_+_67351297.23-P1P2|GSTP1_+_67351309.23-P1P2",0.0477009146419571,5.63896338365788,0.0253921646788058,0.873393767006788,0.969612755255597
"CYP2R1","CYP2R1","CYP2R1_-_14913179.23-P1P2|CYP2R1_-_14913209.23-P1P2",-0.0375816768639966,5.91559754409447,0.0252493006889836,0.873747435863524,0.969902348074551
"CCDC158","CCDC158","CCDC158_+_77328440.23-P1P2|CCDC158_-_77328490.23-P1P2",0.0430766316445075,5.67828678896099,0.0251289582868495,0.874046147903345,0.970079110088165
"PRUNE2","PRUNE2","PRUNE2_+_79521005.23-P1P2|PRUNE2_-_79520979.23-P1P2",-0.0376881817293567,6.93551616747482,0.0250754870436367,0.874179108649264,0.970079110088165
"GUCA1A.1","GUCA1A","GUCA1A_+_42141199.23-P2|GUCA1A_-_42141151.23-P2",-0.0329729064969495,6.34029990592856,0.0250730526135499,0.874185165521555,0.970079110088165
"OR56A4","OR56A4","OR56A4_+_6024325.23-ENST00000330728.4|OR56A4_+_6024378.23-ENST00000330728.4",0.0386808254478879,5.75608327131448,0.0250195602004055,0.874318331025821,0.970095819231955
"SLMO1","SLMO1","SLMO1_-_12407985.23-P1P2|SLMO1_-_12407942.23-P1P2",0.0355621067711057,5.98521663228985,0.0249924453538029,0.874385887210122,0.970095819231955
"H6PD","H6PD","H6PD_+_9294901.23-P1|H6PD_+_9295077.23-P1",-0.0353964039020914,6.27912774109358,0.0248673110789923,0.874698144913975,0.970339237192254
"TSNARE1","TSNARE1","TSNARE1_+_143484486.23-P1P2|TSNARE1_+_143484469.23-P1P2",0.0338407630335705,7.20621950253982,0.0247321602207187,0.875036303612788,0.970512823783708
"HEPACAM2","HEPACAM2","HEPACAM2_-_92848848.23-P2|HEPACAM2_-_92848693.23-P2",-0.0348681643970734,7.02244982175327,0.0247305388749908,0.875040366094746,0.970512823783708
"CYP8B1","CYP8B1","CYP8B1_+_42917304.23-P1P2|CYP8B1_-_42917309.23-P1P2",0.0388763889871382,5.97460633985861,0.0245732986336122,0.875435001339156,0.970847475750205
"GPM6A","GPM6A","GPM6A_+_176733362.23-P1|GPM6A_+_176733374.23-P1",-0.0434217625881659,5.77074716749185,0.0244665772907524,0.875703583700672,0.970946402925894
"negative_control.309","negative_control","non-targeting_00278|non-targeting_00279",-0.0471418464619454,5.68013041378119,0.0244640174799997,0.875710033260914,0.970946402925894
"ROBO3","ROBO3","ROBO3_-_124746765.23-P1P2|ROBO3_-_124746745.23-P1P2",-0.0306751634453587,6.09891453508359,0.024391792231043,0.875892150757538,0.971031856500121
"IL11RA","IL11RA","IL11RA_-_34654006.23-P2|IL11RA_-_34653926.23-P2",-0.0420632365614686,6.51566679760344,0.0243597840276948,0.87597294844274,0.971031856500121
"TERF2IP","TERF2IP","TERF2IP_-_75681701.23-P1P2|TERF2IP_-_75681748.23-P1P2",0.233766342730842,5.08164118747077,0.0242458116146054,0.876261089198034,0.971248237390693
"H3F3C","H3F3C","H3F3C_-_31945202.23-P1P2|H3F3C_+_31945215.23-P1P2",0.0357556371192428,6.54507443864857,0.0241459437146432,0.876514142180518,0.971425685203777
"RYBP","RYBP","RYBP_-_72496305.23-P1P2|RYBP_+_72496240.23-P1P2",-0.0323506871880005,5.99186821473005,0.0241033397700701,0.876622258408183,0.971442481480966
"ZNF678","ZNF678","ZNF678_+_227751255.23-P1P2|ZNF678_+_227751513.23-P1P2",-0.031184867604935,6.04762282652009,0.0240029130077772,0.876877499698269,0.971488616189604
"GIMAP4","GIMAP4","GIMAP4_-_150264503.23-P1P2|GIMAP4_-_150264548.23-P1P2",-0.0515878138229074,5.50779228993588,0.0239660629889613,0.876971293560806,0.971488616189604
"GLIS3","GLIS3","GLIS3_-_4300080.23-P1P2|GLIS3_-_4300007.23-P1P2",0.0309278540986038,6.31169156641709,0.0239093957382579,0.877115672151285,0.971488616189604
"TXLNA","TXLNA","TXLNA_-_32645351.23-P1P2|TXLNA_-_32645372.23-P1P2",-0.0332404264936605,6.45232272222195,0.0238990843163833,0.877141962746209,0.971488616189604
"ENTPD5","ENTPD5","ENTPD5_+_74485933.23-P1P2|ENTPD5_-_74485921.23-P1P2",0.0319251494276193,6.13420915341154,0.0238768120913164,0.877198769118804,0.971488616189604
"NFKBIB","NFKBIB","NFKBIB_-_39390634.23-P1P2|NFKBIB_-_39390647.23-P1P2",0.0404090133848033,5.78080445750386,0.0238247288551747,0.877331715878555,0.971488616189604
"C6orf226","C6orf226","C6orf226_-_42858530.23-P1P2|C6orf226_-_42858548.23-P1P2",-0.0359561450525087,5.87581103850393,0.0238134983518989,0.877360402158681,0.971488616189604
"KCNJ3","KCNJ3","KCNJ3_+_155555275.23-P1P2|KCNJ3_-_155554823.23-P1P2",0.0343809889600996,5.98217252411417,0.0237950213571594,0.877407613358611,0.971488616189604
"negative_control.16","negative_control","non-targeting_02611|non-targeting_00353",0.0342986606231675,5.96695348202332,0.0236514268984251,0.877775157888279,0.971630081860511
"MEST","MEST","MEST_-_130131963.23-P1|MEST_+_130132000.23-P1",0.0424611275498611,5.64670723006957,0.0236501827853886,0.877778347304785,0.971630081860511
"EFCAB7","EFCAB7","EFCAB7_+_63989220.23-P1P2|EFCAB7_-_63989240.23-P1P2",0.0461580202372215,5.5410876252893,0.0236361545757404,0.877814316061731,0.971630081860511
"negative_control.43","negative_control","non-targeting_01376|non-targeting_00354",-0.0371629567846004,5.74755583918032,0.023580095215614,0.877958163156052,0.971660774080451
"OR10G9","OR10G9","OR10G9_+_123893723.23-ENST00000375024.1|OR10G9_+_123893729.23-ENST00000375024.1",0.0446227881221871,5.58892930861839,0.0235528999826329,0.878028008578153,0.971660774080451
"LPHN2","LPHN2","LPHN2_+_81771862.23-P1P2|LPHN2_+_81771897.23-P1P2",0.0346055459351013,5.88945771237784,0.023398989356707,0.878424076789912,0.971911839262178
"ETHE1","ETHE1","ETHE1_+_44031322.23-P1P2|ETHE1_-_44031361.23-P1P2",-0.0369701188373586,5.75745357950923,0.0233924664390628,0.87844089204127,0.971911839262178
"CHRNA5","CHRNA5","CHRNA5_+_78857951.23-P1P2|CHRNA5_-_78857911.23-P1P2",-0.0344429585091885,6.51172078448489,0.0232874336012969,0.878711984400895,0.972108854222883
"RNF138","RNF138","RNF138_+_29671902.23-P1P2|RNF138_-_29672099.23-P1P2",-0.0300136514417245,6.30872735791121,0.0232449086712592,0.878821920184326,0.972110239261494
"CALR3","CALR3","CALR3_-_16607067.23-ENST00000269881.3|CALR3_+_16607061.23-ENST00000269881.3",-0.0439690699730278,5.59960465551086,0.0232012570957352,0.878934875656008,0.972110239261494
"CAPN12","CAPN12","CAPN12_-_39226284.23-P1P2|CAPN12_+_39226294.23-P1P2",0.060869545486798,5.36965689198567,0.0231535157934104,0.879058538505552,0.972110239261494
"FXYD1","FXYD1","FXYD1_-_35629914.23-P1P2|FXYD1_+_35629738.23-P1P2",0.0483748242279264,5.52110451319741,0.0230953210345746,0.879209455175175,0.972110239261494
"FAM72C","FAM72C","FAM72C_-_149459517.23-ENST00000369175.3|FAM72C_-_149459152.23-ENST00000369175.3",0.0459892300853607,5.62615565704718,0.0230875977678124,0.879229498564647,0.972110239261494
"SLC7A10","SLC7A10","SLC7A10_+_33716696.23-P1P2|SLC7A10_+_33716644.23-P1P2",0.0318676998114229,7.68315701605296,0.0230714617394341,0.879271385789439,0.972110239261494
"KRTAP4-1","KRTAP4-1","KRTAP4-1_-_39340971.23-P1P2|KRTAP4-1_-_39341107.23-P1P2",-0.0401264740950136,5.63951360294682,0.022952934034322,0.879579530148612,0.97217914690144
"LYPD1","LYPD1","LYPD1_+_133429074.23-P2|LYPD1_-_133429049.23-P2",0.0342961931325789,5.85611376758763,0.022918128125923,0.879670171898817,0.97217914690144
"negative_control.6","negative_control","non-targeting_00166|non-targeting_02207",0.0395855118670723,5.71032073664622,0.0228528025744481,0.879840483359335,0.97217914690144
"GNG11","GNG11","GNG11_+_93551392.23-P1P2|GNG11_-_93551406.23-P1P2",-0.0364966760857625,5.76773952889019,0.0228366099316304,0.879882737994372,0.97217914690144
"PTH1R","PTH1R","PTH1R_+_46924840.23-P1P2|PTH1R_+_46924836.23-P1P2",-0.0316093095926345,6.01567156765813,0.0227989231295851,0.879981140919567,0.97217914690144
"PPP1R1A","PPP1R1A","PPP1R1A_+_54982447.23-P1P2|PPP1R1A_+_54982432.23-P1P2",0.0399477140707741,6.23805994752405,0.0227813574538231,0.880027034571827,0.97217914690144
"SFTPD","SFTPD","SFTPD_+_81708863.23-P1P2|SFTPD_-_81708778.23-P1P2",-0.0397083350835625,5.63853076328103,0.0227645884025982,0.88007086377867,0.97217914690144
"ZBTB26","ZBTB26","ZBTB26_+_125693496.23-P1P2|ZBTB26_-_125693746.23-P1P2",-0.0372261360763346,5.90368777687767,0.0227371540621562,0.880142604428198,0.97217914690144
"SERPINB11","SERPINB11","SERPINB11_+_61370204.23-P1P2|SERPINB11_+_61370561.23-P1P2",0.0383150811962136,5.69186323981653,0.022698856029912,0.880242827640288,0.97217914690144
"DYNC2H1","DYNC2H1","DYNC2H1_+_102980291.23-P1P2|DYNC2H1_-_102980321.23-P1P2",0.0418147986034818,5.80285753243562,0.0225162255279656,0.880721952219886,0.97217914690144
"RBM45","RBM45","RBM45_-_178977219.23-P1P2|RBM45_-_178977249.23-P1P2",-0.0321255264075014,5.93337625609774,0.0224140893229809,0.880990769441135,0.97217914690144
"STAC3","STAC3","STAC3_+_57644892.23-P1P2|STAC3_+_57644914.23-P1P2",-0.048631599960852,5.4932089898904,0.022373912821422,0.881096683493385,0.97217914690144
"MMGT1","MMGT1","MMGT1_-_135056233.23-P1P2|MMGT1_-_135056168.23-P1P2",-0.0293815119632412,6.26375558170927,0.0223632916197118,0.881124699551016,0.97217914690144
"CACNA1C","CACNA1C","CACNA1C_+_2162254.23-P1P2|CACNA1C_-_2162196.23-P1P2",0.0372584715355715,6.01730121274532,0.0223280845088709,0.881217615724694,0.97217914690144
"GLP1R","GLP1R","GLP1R_+_39016550.23-P1P2|GLP1R_-_39016594.23-P1P2",0.0522541581108396,5.39627766135047,0.022300337872176,0.881290895511283,0.97217914690144
"FAM72D","FAM72D","FAM72D_-_143913113.23-ENST00000400889.1|FAM72D_+_143913122.23-ENST00000400889.1",0.0342490722682046,6.69827371321049,0.0222577894423921,0.881403357911741,0.97217914690144
"OXLD1","OXLD1","OXLD1_+_79633581.23-P1P2|OXLD1_+_79633630.23-P1P2",-0.0315376328237227,6.18429499644399,0.0222438457073224,0.881440237367517,0.97217914690144
"GPR84","GPR84","GPR84_+_54758227.23-P1P2|GPR84_-_54758259.23-P1P2",0.0410762480399571,5.65729149933926,0.0222223000214967,0.881497246286443,0.97217914690144
"RMND1","RMND1","RMND1_-_151773183.23-P1P2|RMND1_+_151773226.23-P1P2",-0.0628166192676648,5.35398798332707,0.0222068923263805,0.8815380316839,0.97217914690144
"PARL","PARL","PARL_+_183602659.23-P1P2|PARL_+_183602650.23-P1P2",0.041274920449034,5.71921325434875,0.022182642373366,0.881602252549179,0.97217914690144
"DNAH17","DNAH17","DNAH17_+_76573493.23-ENST00000389840.5|DNAH17_-_76573239.23-ENST00000389840.5",-0.0299331869467026,6.33227597175955,0.0221814204402335,0.881605489529669,0.97217914690144
"MCOLN2","MCOLN2","MCOLN2_-_85462773.23-P1P2|MCOLN2_-_85462787.23-P1P2",-0.0319165988552738,6.15781320788141,0.0221688925133208,0.881638682082923,0.97217914690144
"MARK3","MARK3","MARK3_-_103851740.23-P1|MARK3_-_103851762.23-P1",0.0337342072330865,6.48537986330101,0.0221584600003553,0.881666330184854,0.97217914690144
"ZNF195","ZNF195","ZNF195_-_3400350.23-P1P2|ZNF195_-_3400340.23-P1P2",-0.0302656743374584,6.12385730069086,0.022134368087336,0.881730203672216,0.97217914690144
"MTX2","MTX2","MTX2_+_177134417.23-P1P2|MTX2_-_177134199.23-P1P2",0.0427465753456105,5.64054338193441,0.022125155712132,0.8817546372969,0.97217914690144
"PTX3","PTX3","PTX3_+_157154882.23-P1P2|PTX3_+_157154840.23-P1P2",0.0306204071806454,6.0139497508944,0.0220938032643403,0.881837831156938,0.97217914690144
"PRB4","PRB4","PRB4_-_11463342.23-P1P2|PRB4_+_11463219.23-P1P2",-0.0357697438872343,5.75293210917248,0.0220908905903627,0.881845563012321,0.97217914690144
"PLP2","PLP2","PLP2_-_49028323.23-P1P2|PLP2_+_49028315.23-P1P2",-0.0560244019766916,5.51241284057167,0.0219895173837585,0.882114989175841,0.972215677144687
"LCE2C","LCE2C","LCE2C_-_152647975.23-ENST00000368783.1|LCE2C_-_152647980.23-ENST00000368783.1",-0.033626590467539,6.94239185774675,0.0219542847940737,0.882208777702174,0.972215677144687
"ACN9","ACN9","ACN9_+_96747061.23-P1P2|ACN9_-_96747046.23-P1P2",0.0519915704643549,5.46419073013037,0.0219367608347625,0.882255454809616,0.972215677144687
"EPS15","EPS15","EPS15_-_51984889.23-P1P2|EPS15_-_51984851.23-P1P2",-0.0384098976328216,6.0171824291274,0.021886187663732,0.882390269279762,0.972215677144687
"LMCD1","LMCD1","LMCD1_+_8543571.23-P1P2|LMCD1_+_8543519.23-P1P2",0.0311357802891208,5.97217807978838,0.0218628769199967,0.882452463042017,0.972215677144687
"negative_control.44","negative_control","non-targeting_02734|non-targeting_02732",-0.0305478605844671,6.04539589806694,0.0218628714629858,0.882452477605451,0.972215677144687
"negative_control.310","negative_control","non-targeting_02755|non-targeting_00566",-0.0378650331406819,5.72891221967922,0.0218338542123604,0.882529943865503,0.972215677144687
"PCDHGC4","PCDHGC4","PCDHGC4_-_140864636.23-P1P2|PCDHGC4_-_140865030.23-P1P2",-0.0377058058587,5.82577148348892,0.021734623140901,0.882795255595589,0.972318770958689
"OR10G7","OR10G7","OR10G7_-_123909694.23-ENST00000330487.5|OR10G7_-_123909724.23-ENST00000330487.5",0.0419653852266385,5.59973664314019,0.0217128083662956,0.882853664156906,0.972318770958689
"DLK1","DLK1","DLK1_-_101193211.23-P1P2|DLK1_-_101193284.23-P1P2",-0.0338145778062755,5.9872675465707,0.0216945170035956,0.882902661973876,0.972318770958689
"ENKUR","ENKUR","ENKUR_+_25305015.23-P1P2|ENKUR_+_25305050.23-P1P2",-0.0366888287079196,5.75642716534754,0.021638965705904,0.88305159900496,0.972329337766998
"SARM1","SARM1","SARM1_+_26698767.23-P2|SARM1_+_26698761.23-P2",0.0428279354632701,5.73179313845737,0.0216215437378224,0.883098348779577,0.972329337766998
"LOC149373","LOC149373","LOC149373_+_231323299.23-NM_001256615|LOC149373_-_231323307.23-NM_001256615",-0.0390214808239462,5.84217167695096,0.021501086091007,0.883422110328399,0.97243923346354
"STMN3","STMN3","STMN3_-_62284747.23-P1P2|STMN3_-_62284573.23-P1P2",0.0294936994368402,6.31116794737756,0.0214975438114777,0.883431645138935,0.97243923346354
"DRC1","DRC1","DRC1_+_26624855.23-P1P2|DRC1_+_26624873.23-P1P2",0.0316037245382416,6.09195261138856,0.0214805761230679,0.883477328469172,0.97243923346354
"negative_control.147","negative_control","non-targeting_00972|non-targeting_01400",-0.0285255512178101,6.25874210735261,0.0213868300680602,0.883730060597914,0.972508754513707
"DUSP26","DUSP26","DUSP26_-_33457425.23-P1P2|DUSP26_-_33457475.23-P1P2",0.0323226087331062,5.94178136771209,0.0213213882852301,0.883906822066899,0.972508754513707
"TEAD3","TEAD3","TEAD3_-_35464797.23-P1P2|TEAD3_-_35464741.23-P1P2",0.0342631000733887,6.04126535711111,0.0212961514499739,0.883975062008689,0.972508754513707
"NMU","NMU","NMU_+_56502403.23-P1P2|NMU_-_56502389.23-P1P2",-0.0312170774013925,6.02354155159587,0.0212873736965307,0.883998806572238,0.972508754513707
"TSHR","TSHR","TSHR_-_81422217.23-P1P2|TSHR_-_81421993.23-P1P2",-0.0312494508726254,6.44071807991929,0.0212221487408897,0.88417540240861,0.972508754513707
"TNKS","TNKS","TNKS_-_9413455.23-P1P2|TNKS_-_9413452.23-P1P2",0.0503533960498617,5.42035736640643,0.0211845433875197,0.884277344451911,0.972508754513707
"PDXDC1","PDXDC1","PDXDC1_-_15068867.23-P1P2|PDXDC1_+_15068853.23-P1P2",0.0291221383775786,8.20662524644673,0.0211629080772582,0.884336036160157,0.972508754513707
